id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
64428ced-85d1-484c-9d3d-e50c63fe2c82-63,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364143310,com.google.android.apps.paco.PAM,com.google.android.apps.paco,3,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
64428ced-85d1-484c-9d3d-e50c63fe2c82-63,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364143310,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
17876095-5307-4faf-8e01-b5044c8680d5-152,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364139710,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
115f6579-1553-4aee-b31b-cb327c40d52d-101,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364105069,org.bewellapp.dashBoardActivity,org.bewellapp,20,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
115f6579-1553-4aee-b31b-cb327c40d52d-101,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364105069,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
115f6579-1553-4aee-b31b-cb327c40d52d-101,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364105069,com.android.systemui.recent.RecentsActivity,com.android.systemui,19,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
115f6579-1553-4aee-b31b-cb327c40d52d-101,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364105069,com.android.settings.Settings,com.android.settings,7,3,3,com.android.settings.deviceinfo.Status,com.android.settings
115f6579-1553-4aee-b31b-cb327c40d52d-101,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364105069,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
b9705fc5-f0b6-4ec1-a113-40fcace32382-49,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364106269,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
b9705fc5-f0b6-4ec1-a113-40fcace32382-49,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364106269,org.bewellapp.dashBoardActivity,org.bewellapp,20,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
b9705fc5-f0b6-4ec1-a113-40fcace32382-49,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364106269,com.android.systemui.recent.RecentsActivity,com.android.systemui,19,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
b9705fc5-f0b6-4ec1-a113-40fcace32382-49,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364106269,com.android.settings.Settings,com.android.settings,7,3,3,com.android.settings.deviceinfo.Status,com.android.settings
b9705fc5-f0b6-4ec1-a113-40fcace32382-49,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364106269,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
aa2d5eee-76bc-46eb-a2ed-289cf460fb0c-20,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364102669,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,13,2,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
aa2d5eee-76bc-46eb-a2ed-289cf460fb0c-20,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364102669,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
aa2d5eee-76bc-46eb-a2ed-289cf460fb0c-20,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364102669,com.android.settings.Settings,com.android.settings,7,3,3,com.android.settings.deviceinfo.Status,com.android.settings
aa2d5eee-76bc-46eb-a2ed-289cf460fb0c-20,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364102669,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
aa2d5eee-76bc-46eb-a2ed-289cf460fb0c-58,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364103869,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
aa2d5eee-76bc-46eb-a2ed-289cf460fb0c-58,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364103869,com.android.settings.Settings,com.android.settings,7,3,3,com.android.settings.deviceinfo.Status,com.android.settings
aa2d5eee-76bc-46eb-a2ed-289cf460fb0c-58,d4c45b3d-6802-454c-ab53-fc4d79c7f4ce,1364103869,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
