id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
ee699bb8-6697-41b0-9790-2562d81033b2-46,1e068df6-5198-4921-befb-dee4e963cf79,1364133024,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
ee699bb8-6697-41b0-9790-2562d81033b2-46,1e068df6-5198-4921-befb-dee4e963cf79,1364133024,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
aace6945-3cae-49b0-9cba-502b6f7c8ed9-19,1e068df6-5198-4921-befb-dee4e963cf79,1364141424,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
aace6945-3cae-49b0-9cba-502b6f7c8ed9-19,1e068df6-5198-4921-befb-dee4e963cf79,1364141424,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
aace6945-3cae-49b0-9cba-502b6f7c8ed9-19,1e068df6-5198-4921-befb-dee4e963cf79,1364141424,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
aace6945-3cae-49b0-9cba-502b6f7c8ed9-67,1e068df6-5198-4921-befb-dee4e963cf79,1364142624,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
aace6945-3cae-49b0-9cba-502b6f7c8ed9-67,1e068df6-5198-4921-befb-dee4e963cf79,1364142624,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
aace6945-3cae-49b0-9cba-502b6f7c8ed9-67,1e068df6-5198-4921-befb-dee4e963cf79,1364142624,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
0c4dfce9-cc5e-4d75-a099-037f093d3fc3-46,1e068df6-5198-4921-befb-dee4e963cf79,1364136624,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
0c4dfce9-cc5e-4d75-a099-037f093d3fc3-46,1e068df6-5198-4921-befb-dee4e963cf79,1364136624,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
0c4dfce9-cc5e-4d75-a099-037f093d3fc3-46,1e068df6-5198-4921-befb-dee4e963cf79,1364136624,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
4f6d1c24-b084-441f-934c-5192c8d3d89e-18,1e068df6-5198-4921-befb-dee4e963cf79,1364119824,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
4f6d1c24-b084-441f-934c-5192c8d3d89e-18,1e068df6-5198-4921-befb-dee4e963cf79,1364119824,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
4f6d1c24-b084-441f-934c-5192c8d3d89e-62,1e068df6-5198-4921-befb-dee4e963cf79,1364121024,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
4f6d1c24-b084-441f-934c-5192c8d3d89e-62,1e068df6-5198-4921-befb-dee4e963cf79,1364121024,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
58d9b1a3-4561-4de2-93ca-d695aacd10fb-91,1e068df6-5198-4921-befb-dee4e963cf79,1364106624,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,10,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
58d9b1a3-4561-4de2-93ca-d695aacd10fb-91,1e068df6-5198-4921-befb-dee4e963cf79,1364106624,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
58d9b1a3-4561-4de2-93ca-d695aacd10fb-91,1e068df6-5198-4921-befb-dee4e963cf79,1364106624,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
6b388717-0323-4d6b-8d26-b56ea303dc79-17,1e068df6-5198-4921-befb-dee4e963cf79,1364127024,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
6b388717-0323-4d6b-8d26-b56ea303dc79-17,1e068df6-5198-4921-befb-dee4e963cf79,1364127024,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
6b388717-0323-4d6b-8d26-b56ea303dc79-63,1e068df6-5198-4921-befb-dee4e963cf79,1364128224,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
6b388717-0323-4d6b-8d26-b56ea303dc79-63,1e068df6-5198-4921-befb-dee4e963cf79,1364128224,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
b9ef3c9e-4523-43fe-9065-21934008c69a-29,1e068df6-5198-4921-befb-dee4e963cf79,1364112624,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
b9ef3c9e-4523-43fe-9065-21934008c69a-29,1e068df6-5198-4921-befb-dee4e963cf79,1364112624,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
b9ef3c9e-4523-43fe-9065-21934008c69a-91,1e068df6-5198-4921-befb-dee4e963cf79,1364113824,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
b9ef3c9e-4523-43fe-9065-21934008c69a-91,1e068df6-5198-4921-befb-dee4e963cf79,1364113824,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
a8a47d0b-84dc-4d9b-9876-72b266d8e6ae-34,1e068df6-5198-4921-befb-dee4e963cf79,1364107824,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
a8a47d0b-84dc-4d9b-9876-72b266d8e6ae-34,1e068df6-5198-4921-befb-dee4e963cf79,1364107824,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
02d6ce6b-0a3e-425f-ab43-43f69068d00c-30,1e068df6-5198-4921-befb-dee4e963cf79,1364109024,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
02d6ce6b-0a3e-425f-ab43-43f69068d00c-30,1e068df6-5198-4921-befb-dee4e963cf79,1364109024,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
02d6ce6b-0a3e-425f-ab43-43f69068d00c-88,1e068df6-5198-4921-befb-dee4e963cf79,1364110224,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
02d6ce6b-0a3e-425f-ab43-43f69068d00c-88,1e068df6-5198-4921-befb-dee4e963cf79,1364110224,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
b8ccc4c1-ea7f-49a6-9c21-c53a3aff48fc-44,1e068df6-5198-4921-befb-dee4e963cf79,1364111424,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
b8ccc4c1-ea7f-49a6-9c21-c53a3aff48fc-44,1e068df6-5198-4921-befb-dee4e963cf79,1364111424,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
b9915217-3211-4acb-a4ef-c08630ec6ff5-47,1e068df6-5198-4921-befb-dee4e963cf79,1364140224,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
b9915217-3211-4acb-a4ef-c08630ec6ff5-47,1e068df6-5198-4921-befb-dee4e963cf79,1364140224,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
b9915217-3211-4acb-a4ef-c08630ec6ff5-47,1e068df6-5198-4921-befb-dee4e963cf79,1364140224,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
0df36cf9-fbec-4310-9f7d-4af6249f75f3-17,1e068df6-5198-4921-befb-dee4e963cf79,1364123424,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
0df36cf9-fbec-4310-9f7d-4af6249f75f3-17,1e068df6-5198-4921-befb-dee4e963cf79,1364123424,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
0df36cf9-fbec-4310-9f7d-4af6249f75f3-64,1e068df6-5198-4921-befb-dee4e963cf79,1364124624,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
0df36cf9-fbec-4310-9f7d-4af6249f75f3-64,1e068df6-5198-4921-befb-dee4e963cf79,1364124624,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
8dfea256-1b3c-4540-8126-189ed69cae4b-19,1e068df6-5198-4921-befb-dee4e963cf79,1364134224,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
8dfea256-1b3c-4540-8126-189ed69cae4b-19,1e068df6-5198-4921-befb-dee4e963cf79,1364134224,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
8dfea256-1b3c-4540-8126-189ed69cae4b-19,1e068df6-5198-4921-befb-dee4e963cf79,1364134224,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
8dfea256-1b3c-4540-8126-189ed69cae4b-112,1e068df6-5198-4921-befb-dee4e963cf79,1364135424,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
8dfea256-1b3c-4540-8126-189ed69cae4b-112,1e068df6-5198-4921-befb-dee4e963cf79,1364135424,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
8dfea256-1b3c-4540-8126-189ed69cae4b-112,1e068df6-5198-4921-befb-dee4e963cf79,1364135424,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
dc24f2ba-0559-4b19-a202-a465501ab3d4-17,1e068df6-5198-4921-befb-dee4e963cf79,1364137824,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
dc24f2ba-0559-4b19-a202-a465501ab3d4-17,1e068df6-5198-4921-befb-dee4e963cf79,1364137824,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
dc24f2ba-0559-4b19-a202-a465501ab3d4-17,1e068df6-5198-4921-befb-dee4e963cf79,1364137824,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
dc24f2ba-0559-4b19-a202-a465501ab3d4-69,1e068df6-5198-4921-befb-dee4e963cf79,1364139024,com.google.android.apps.paco.PAM,com.google.android.apps.paco,11,1,1,com.google.android.apps.paco.PAM,com.google.android.apps.paco
dc24f2ba-0559-4b19-a202-a465501ab3d4-69,1e068df6-5198-4921-befb-dee4e963cf79,1364139024,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
dc24f2ba-0559-4b19-a202-a465501ab3d4-69,1e068df6-5198-4921-befb-dee4e963cf79,1364139024,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
164701f9-f573-4317-97ef-1eecff1c161d-32,1e068df6-5198-4921-befb-dee4e963cf79,1364116224,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
164701f9-f573-4317-97ef-1eecff1c161d-32,1e068df6-5198-4921-befb-dee4e963cf79,1364116224,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
164701f9-f573-4317-97ef-1eecff1c161d-92,1e068df6-5198-4921-befb-dee4e963cf79,1364117424,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
164701f9-f573-4317-97ef-1eecff1c161d-92,1e068df6-5198-4921-befb-dee4e963cf79,1364117424,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
f57d897b-3190-420e-9ca4-6b6f3eef7f09-44,1e068df6-5198-4921-befb-dee4e963cf79,1364115024,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
f57d897b-3190-420e-9ca4-6b6f3eef7f09-44,1e068df6-5198-4921-befb-dee4e963cf79,1364115024,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
7a7420f6-bf9a-42eb-9892-90ba7b95a688-19,1e068df6-5198-4921-befb-dee4e963cf79,1364101824,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
7a7420f6-bf9a-42eb-9892-90ba7b95a688-19,1e068df6-5198-4921-befb-dee4e963cf79,1364101824,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,3,2,2,com.android.packageinstaller.InstallAppProgress,com.android.packageinstaller
7a7420f6-bf9a-42eb-9892-90ba7b95a688-19,1e068df6-5198-4921-befb-dee4e963cf79,1364101824,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
7a7420f6-bf9a-42eb-9892-90ba7b95a688-70,1e068df6-5198-4921-befb-dee4e963cf79,1364103024,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
7a7420f6-bf9a-42eb-9892-90ba7b95a688-70,1e068df6-5198-4921-befb-dee4e963cf79,1364103024,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
64e55a34-26f1-42c3-8716-fd68d194e3d1-17,1e068df6-5198-4921-befb-dee4e963cf79,1364130624,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
64e55a34-26f1-42c3-8716-fd68d194e3d1-17,1e068df6-5198-4921-befb-dee4e963cf79,1364130624,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
64e55a34-26f1-42c3-8716-fd68d194e3d1-71,1e068df6-5198-4921-befb-dee4e963cf79,1364131824,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
64e55a34-26f1-42c3-8716-fd68d194e3d1-71,1e068df6-5198-4921-befb-dee4e963cf79,1364131824,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
7e9b01ea-303f-4bae-b705-d8478aed5dc4-42,1e068df6-5198-4921-befb-dee4e963cf79,1364122224,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
7e9b01ea-303f-4bae-b705-d8478aed5dc4-42,1e068df6-5198-4921-befb-dee4e963cf79,1364122224,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
89e1f421-31b2-4869-98ff-8c23c6be9cc1-47,1e068df6-5198-4921-befb-dee4e963cf79,1364118624,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
89e1f421-31b2-4869-98ff-8c23c6be9cc1-47,1e068df6-5198-4921-befb-dee4e963cf79,1364118624,org.bewellapp.dashBoardActivity,org.bewellapp,6,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
4fbc994c-9898-41c4-a2b2-0084ba68aac1-45,1e068df6-5198-4921-befb-dee4e963cf79,1364129424,com.android.launcher2.Launcher,com.android.launcher,2,1,1,com.android.launcher2.Launcher,com.android.launcher
