id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
63853687-96ae-4d93-a04e-24d40862f9e3-96,121fd048-9b82-4082-8f7a-b08a22ce3267,1364105097,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
63853687-96ae-4d93-a04e-24d40862f9e3-96,121fd048-9b82-4082-8f7a-b08a22ce3267,1364105097,com.google.android.apps.chrome.Main,com.android.chrome,19,1,1,com.google.android.apps.chrome.Main,com.android.chrome
63853687-96ae-4d93-a04e-24d40862f9e3-96,121fd048-9b82-4082-8f7a-b08a22ce3267,1364105097,com.android.settings.Settings$WifiSettingsActivity,com.android.settings,17,1,1,com.android.settings.Settings$WifiSettingsActivity,com.android.settings
63853687-96ae-4d93-a04e-24d40862f9e3-96,121fd048-9b82-4082-8f7a-b08a22ce3267,1364105097,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
446ee904-235c-48ed-9805-487f9f69f46b-25,121fd048-9b82-4082-8f7a-b08a22ce3267,1364101497,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
446ee904-235c-48ed-9805-487f9f69f46b-25,121fd048-9b82-4082-8f7a-b08a22ce3267,1364101497,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,11,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
446ee904-235c-48ed-9805-487f9f69f46b-25,121fd048-9b82-4082-8f7a-b08a22ce3267,1364101497,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
446ee904-235c-48ed-9805-487f9f69f46b-126,121fd048-9b82-4082-8f7a-b08a22ce3267,1364102697,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
446ee904-235c-48ed-9805-487f9f69f46b-126,121fd048-9b82-4082-8f7a-b08a22ce3267,1364102697,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,11,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
446ee904-235c-48ed-9805-487f9f69f46b-126,121fd048-9b82-4082-8f7a-b08a22ce3267,1364102697,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
62a88a92-c933-49e0-939f-16db5b8678f6-49,121fd048-9b82-4082-8f7a-b08a22ce3267,1364100297,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
62a88a92-c933-49e0-939f-16db5b8678f6-49,121fd048-9b82-4082-8f7a-b08a22ce3267,1364100297,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,11,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
