id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
c48ffe9c-a697-4e32-9a03-4e197cf67902-44,63d89da2-26cf-46f0-a204-9bcaac81716d,1364101712,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,12,2,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
c48ffe9c-a697-4e32-9a03-4e197cf67902-44,63d89da2-26cf-46f0-a204-9bcaac81716d,1364101712,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
c48ffe9c-a697-4e32-9a03-4e197cf67902-44,63d89da2-26cf-46f0-a204-9bcaac81716d,1364101712,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
c48ffe9c-a697-4e32-9a03-4e197cf67902-44,63d89da2-26cf-46f0-a204-9bcaac81716d,1364101712,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
5d88e4ac-7485-435b-afb3-423b40f1fad8-18,63d89da2-26cf-46f0-a204-9bcaac81716d,1364102912,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,14,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
5d88e4ac-7485-435b-afb3-423b40f1fad8-18,63d89da2-26cf-46f0-a204-9bcaac81716d,1364102912,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
5d88e4ac-7485-435b-afb3-423b40f1fad8-18,63d89da2-26cf-46f0-a204-9bcaac81716d,1364102912,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,12,2,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
5d88e4ac-7485-435b-afb3-423b40f1fad8-18,63d89da2-26cf-46f0-a204-9bcaac81716d,1364102912,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
5d88e4ac-7485-435b-afb3-423b40f1fad8-18,63d89da2-26cf-46f0-a204-9bcaac81716d,1364102912,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
5d88e4ac-7485-435b-afb3-423b40f1fad8-86,63d89da2-26cf-46f0-a204-9bcaac81716d,1364104112,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,14,2,2,com.android.packageinstaller.PackageInstallerActivity,com.android.packageinstaller
5d88e4ac-7485-435b-afb3-423b40f1fad8-86,63d89da2-26cf-46f0-a204-9bcaac81716d,1364104112,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
5d88e4ac-7485-435b-afb3-423b40f1fad8-86,63d89da2-26cf-46f0-a204-9bcaac81716d,1364104112,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,12,2,2,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
5d88e4ac-7485-435b-afb3-423b40f1fad8-86,63d89da2-26cf-46f0-a204-9bcaac81716d,1364104112,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
5d88e4ac-7485-435b-afb3-423b40f1fad8-86,63d89da2-26cf-46f0-a204-9bcaac81716d,1364104112,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
cdf42935-984b-4a82-bc2c-3558bd5ebaec-149,63d89da2-26cf-46f0-a204-9bcaac81716d,1364106512,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,15,1,1,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
