id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-17,0c3ee513-2150-4e63-86df-1232670fe4b0,1364137805,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,13,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-17,0c3ee513-2150-4e63-86df-1232670fe4b0,1364137805,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-17,0c3ee513-2150-4e63-86df-1232670fe4b0,1364137805,com.android.settings.Settings,com.android.settings,14,1,1,com.android.settings.Settings,com.android.settings
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-17,0c3ee513-2150-4e63-86df-1232670fe4b0,1364137805,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-17,0c3ee513-2150-4e63-86df-1232670fe4b0,1364137805,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-65,0c3ee513-2150-4e63-86df-1232670fe4b0,1364139005,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,13,2,2,com.google.android.apps.paco.PAM,com.google.android.apps.paco
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-65,0c3ee513-2150-4e63-86df-1232670fe4b0,1364139005,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-65,0c3ee513-2150-4e63-86df-1232670fe4b0,1364139005,com.android.settings.Settings,com.android.settings,14,1,1,com.android.settings.Settings,com.android.settings
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-65,0c3ee513-2150-4e63-86df-1232670fe4b0,1364139005,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
9ef1c2ba-8dc9-4cc3-8593-fafe7e06d16c-65,0c3ee513-2150-4e63-86df-1232670fe4b0,1364139005,com.android.contacts.activities.DialtactsActivity,com.android.contacts,4,1,0,com.android.contacts.activities.DialtactsActivity,com.android.contacts
