id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.android.systemui.recent.RecentsActivity,com.android.systemui,14,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,10,4,4,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,12,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,5,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,org.bewellapp.dashBoardActivity,org.bewellapp,9,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,7,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings,6,1,1,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
19898422-ed4e-49f2-a9e0-c4df4cce088e-82,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364124198,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.android.systemui.recent.RecentsActivity,com.android.systemui,14,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,10,4,4,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,12,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,5,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,org.bewellapp.dashBoardActivity,org.bewellapp,9,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,7,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings,6,1,1,com.android.settings.Settings$SecuritySettingsActivity,com.android.settings
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.android.settings.Settings,com.android.settings,4,3,3,com.android.settings.deviceinfo.Status,com.android.settings
a3c56de0-0b86-4caa-837e-bef717396a4a-17,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364128998,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,2,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
a3c56de0-0b86-4caa-837e-bef717396a4a-140,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364130198,com.android.systemui.recent.RecentsActivity,com.android.systemui,14,1,1,com.android.systemui.recent.RecentsActivity,com.android.systemui
a3c56de0-0b86-4caa-837e-bef717396a4a-140,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364130198,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,10,4,4,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
a3c56de0-0b86-4caa-837e-bef717396a4a-140,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364130198,com.android.launcher2.Launcher,com.android.launcher,3,1,1,com.android.launcher2.Launcher,com.android.launcher
a3c56de0-0b86-4caa-837e-bef717396a4a-140,1d94daf8-5b79-4e19-82cf-7541aa6861de,1364130198,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox,12,1,1,com.google.android.googlequicksearchbox.SearchActivity,com.google.android.googlequicksearchbox
