id,device,timestamp,RUNNING_TASKS_baseActivity_mClass,RUNNING_TASKS_baseActivity_mPackage,RUNNING_TASKS_id,RUNNING_TASKS_numActivities,RUNNING_TASKS_numRunning,RUNNING_TASKS_topActivity_mClass,RUNNING_TASKS_topActivity_mPackage
36d0b0bf-bddf-41d0-9c28-0483c83431a6-19,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364102333,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
36d0b0bf-bddf-41d0-9c28-0483c83431a6-19,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364102333,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,8,2,2,com.android.packageinstaller.InstallAppProgress,com.android.packageinstaller
36d0b0bf-bddf-41d0-9c28-0483c83431a6-19,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364102333,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
36d0b0bf-bddf-41d0-9c28-0483c83431a6-19,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364102333,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,6,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
36d0b0bf-bddf-41d0-9c28-0483c83431a6-19,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364102333,com.android.settings.Settings,com.android.settings,5,3,3,com.android.settings.deviceinfo.Status,com.android.settings
36d0b0bf-bddf-41d0-9c28-0483c83431a6-19,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364102333,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
36d0b0bf-bddf-41d0-9c28-0483c83431a6-71,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364103533,com.android.launcher2.Launcher,com.android.launcher,4,1,1,com.android.launcher2.Launcher,com.android.launcher
36d0b0bf-bddf-41d0-9c28-0483c83431a6-71,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364103533,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,6,6,com.google.android.apps.paco.FindExperimentsActivity,com.google.android.apps.paco
36d0b0bf-bddf-41d0-9c28-0483c83431a6-71,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364103533,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm,6,1,1,com.google.android.gm.ConversationListActivityGmail,com.google.android.gm
36d0b0bf-bddf-41d0-9c28-0483c83431a6-71,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364103533,com.android.settings.Settings,com.android.settings,5,2,2,com.android.settings.SubSettings,com.android.settings
36d0b0bf-bddf-41d0-9c28-0483c83431a6-71,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364103533,org.bewellapp.dashBoardActivity,org.bewellapp,10,1,1,org.bewellapp.dashBoardActivity,org.bewellapp
36d0b0bf-bddf-41d0-9c28-0483c83431a6-71,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364103533,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui,8,1,1,com.android.providers.downloads.ui.DownloadList,com.android.providers.downloads.ui
36d0b0bf-bddf-41d0-9c28-0483c83431a6-71,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364103533,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard,3,1,0,com.google.android.setupwizard.SetupWizardActivity,com.google.android.setupwizard
4155663a-bc85-4d02-bb06-bcd6a62beaec-457,0dba5c0f-56b9-4b77-9f55-820863aabc18,1364105933,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco,11,8,8,com.google.android.apps.paco.ExperimentManagerActivity,com.google.android.apps.paco
